id_cliente,segmento_pyme,volumen_envios_mes,gasto_mensual,fecha_ultimo_despacho,fecha_ultima_entrega,dias_retraso_promedio,target_fuga
C-2363,Pyme-C,147,1718.6,2026-01-06,2026-01-09,1.7,0
C-2364,Pyme-C,13,128.18,2026-01-16,2026-01-27,8.6,1
C-2365,Pyme-B,167,4052.58,2026-01-03,2026-01-05,1.0,0
C-2366,Pyme-C,157,4376.74,2026-01-12,2026-01-13,0.4,0
C-2367,Pyme-A,112,2631.11,2026-01-21,2026-01-25,1.8,0
C-2368,Pyme-B,113,2785.76,2026-01-14,2026-01-16,1.7,0
C-2369,Pyme-B,226,2153.38,2026-01-02,2026-01-04,0.8,0
C-2370,Pyme-A,185,2878.72,2026-01-10,2026-01-11,0.7,0
C-2371,Pyme-B,169,2466.31,2026-01-27,2026-01-31,1.1,0
C-2372,Pyme-C,196,1239.6,2026-01-13,2026-01-11,-3.0,0
C-2373,Pyme-C,133,3593.37,2026-01-17,2026-01-19,0.4,0
C-2374,Pyme-C,50,-83.3,2026-01-16,,,0
C-2375,Pyme-C,156,99999.0,2026-01-05,,,0
C-2376,Pyme-B,196,1978.56,2026-01-20,2026-01-23,0.8,0
C-2377,Pyme-B,191,2044.58,2026-01-18,2026-01-21,1.7,0
C-2378,Pyme-C,184,1909.23,2026-01-12,2026-01-15,1.6,0
C-2379,Pyme-C,68,4425.62,2026-01-26,2026-01-30,1.2,0
C-2380,Pyme-C,201,898.59,2026-01-31,2026-02-03,0.9,0
C-2381,Pyme-C,187,1641.91,2026-01-16,2026-01-17,0.1,0
C-2382,Pyme-C,201,3468.38,2026-01-13,2026-01-15,1.5,0
C-2383,Pyme-C,102,916.81,2026-01-04,2026-01-06,1.9,0
C-2384,Pyme-A,152,1960.66,2026-01-23,2026-01-22,-4.0,0
C-2385,Pyme-C,238,3062.47,2026-01-28,2026-01-31,0.9,0
C-2386,Pyme-C,55,3411.37,2026-01-18,2026-01-21,1.0,0
C-2387,Pyme-C,162,2744.27,2026-01-06,2026-01-08,0.6,0
C-2388,Pyme-C,127,2821.21,2026-01-28,2026-02-01,1.4,0
C-2389,Pyme-C,204,3773.51,2026-01-16,2026-01-17,0.5,0
C-2390,Pyme-A,111,99999.0,2026-01-10,,,0
C-2391,Pyme-B,220,1566.93,2026-01-11,2026-01-14,1.4,0
C-2392,Pyme-B,10,283.43,2026-01-09,2026-01-19,8.8,1
C-2393,Pyme-A,186,3303.5,2026-01-13,2026-01-15,0.8,0
C-2394,Pyme-A,114,955.65,2026-01-03,2026-01-06,1.9,0
C-2395,Pyme-B,207,1748.84,2026-01-07,2026-01-10,1.0,0
C-2396,Pyme-B,183,-111.57,2026-01-19,2026-01-18,-2.0,0
C-2397,Pyme-A,211,4149.18,2026-01-08,2026-01-09,0.5,0
C-2398,Pyme-A,145,2022.09,2026-01-22,2026-01-23,0.9,0
C-2399,Pyme-A,180,4418.27,2026-01-21,2026-01-23,0.3,0
C-2400,Pyme-B,206,1537.99,2026-01-11,2026-01-14,1.9,0
C-2401,Pyme-C,55,4159.37,2026-01-19,2026-01-20,0.2,0
C-2402,Pyme-C,229,3475.54,2026-01-30,2026-02-01,1.9,0
C-2403,Pyme-B,85,4255.51,2026-01-27,2026-01-29,0.1,0
C-2404,Pyme-B,87,4265.45,2026-01-30,2026-02-02,1.9,0
C-2405,Pyme-A,42,99999.0,2026-01-30,,,0
C-2406,Pyme-B,112,2481.09,2026-01-17,2026-01-20,1.3,0
C-2407,Pyme-A,169,2531.68,2026-01-04,2026-01-06,0.4,0
C-2408,Pyme-A,227,2497.98,2026-01-06,2026-01-05,-3.0,0
C-2409,Pyme-B,185,3295.28,2026-01-20,2026-01-23,0.4,0
C-2410,Pyme-B,149,2706.54,2026-01-22,2026-01-23,0.2,0
C-2411,Pyme-A,75,2566.58,2026-01-01,2026-01-04,1.9,0
C-2412,Pyme-B,100,2452.92,2026-01-11,2026-01-13,0.5,0
C-2413,Pyme-C,225,2919.65,2026-01-12,2026-01-15,0.5,0
C-2414,Pyme-A,55,3270.81,2026-01-06,2026-01-08,0.9,0
C-2415,Pyme-C,168,4215.49,2026-01-25,2026-01-28,1.8,0
C-2416,Pyme-C,70,3163.23,2026-01-12,2026-01-16,1.9,0
C-2417,Pyme-A,96,4342.23,2026-01-15,2026-01-18,1.0,0
C-2418,Pyme-C,135,-97.08,2026-01-18,,,0
C-2419,Pyme-C,95,3618.88,2026-01-20,2026-01-22,1.4,0
C-2420,Pyme-C,9,99999.0,2026-01-30,2026-01-27,-1.0,1
C-2421,Pyme-A,180,4140.69,2026-01-18,2026-01-19,0.4,0
C-2422,Pyme-A,123,3961.6,2026-01-22,2026-01-23,0.9,0
C-2423,Pyme-C,189,2608.66,2026-01-15,2026-01-17,1.8,0
C-2424,Pyme-B,73,2699.02,2026-01-02,2026-01-05,0.9,0
C-2425,Pyme-B,212,3785.59,2026-01-13,2026-01-16,1.4,0
C-2426,Pyme-A,230,1606.23,2026-01-14,2026-01-16,0.1,0
C-2427,Pyme-C,56,2802.3,2026-01-29,2026-01-30,0.1,0
C-2428,Pyme-B,48,1862.24,2026-01-05,2026-01-08,0.4,0
C-2429,Pyme-C,205,4366.0,2026-01-29,2026-01-31,0.7,0
C-2430,Pyme-B,136,2189.89,2026-01-22,2026-01-26,1.4,0
C-2431,Pyme-A,207,3983.06,2026-01-18,2026-01-20,0.2,0
C-2432,Pyme-C,72,3493.08,2026-01-01,2025-12-31,-3.0,0
C-2433,Pyme-B,212,3460.65,2026-01-13,2026-01-14,0.8,0
C-2434,Pyme-A,157,2080.79,2026-01-30,2026-02-02,0.6,0
C-2435,Pyme-A,48,99999.0,2026-01-25,,,0
C-2436,Pyme-A,101,1562.5,2026-01-02,2026-01-04,0.2,0
C-2437,Pyme-C,212,3402.16,2026-01-24,2026-01-25,0.1,0
C-2438,Pyme-B,152,1667.06,2026-01-28,2026-01-29,0.4,0
C-2439,Pyme-A,168,4475.89,2026-01-30,2026-02-02,0.5,0
C-2440,Pyme-C,121,-131.84,2026-01-08,,,0
C-2441,Pyme-B,76,4447.07,2026-01-14,2026-01-17,1.0,0
C-2442,Pyme-B,55,2859.86,2026-01-24,2026-01-26,1.2,0
C-2443,Pyme-C,213,2380.64,2026-01-12,2026-01-15,1.0,0
C-2444,Pyme-C,137,3707.48,2026-01-14,2026-01-12,-2.0,0
C-2445,Pyme-B,136,1480.35,2026-01-08,2026-01-10,1.1,0
C-2446,Pyme-B,221,1334.1,2026-01-02,2026-01-05,0.9,0
C-2447,Pyme-B,146,2861.96,2026-01-08,2026-01-10,0.3,0
C-2448,Pyme-A,7,211.68,2026-01-28,2026-02-08,9.5,1
C-2449,Pyme-A,177,3480.96,2026-01-09,2026-01-11,0.4,0
C-2450,Pyme-C,194,99999.0,2026-01-07,,,0
C-2451,Pyme-C,225,3284.37,2026-01-07,2026-01-09,0.4,0
C-2452,Pyme-B,43,1583.69,2026-01-24,2026-01-25,0.4,0
C-2453,Pyme-C,233,2572.01,2026-01-20,2026-01-23,0.5,0
C-2454,Pyme-A,141,4185.97,2026-01-25,2026-01-28,1.1,0
C-2455,Pyme-B,159,2774.51,2026-01-09,2026-01-11,0.7,0
C-2456,Pyme-C,167,2524.22,2026-01-24,2026-01-22,-3.0,0
C-2457,Pyme-A,134,1957.81,2026-01-28,2026-01-29,0.1,0
C-2458,Pyme-C,77,860.01,2026-01-19,2026-01-23,1.1,0
C-2459,Pyme-C,146,1892.21,2026-01-08,2026-01-10,0.4,0
C-2460,Pyme-C,102,2647.42,2026-01-22,2026-01-25,1.3,0
C-2461,Pyme-B,235,3839.89,2026-01-21,2026-01-25,1.9,0
C-2462,Pyme-B,157,-66.93,2026-01-24,,,0
C-2463,Pyme-C,165,1480.98,2026-01-21,2026-01-23,1.8,0
C-2464,Pyme-C,48,3904.55,2026-01-27,2026-01-30,0.1,0
C-2465,Pyme-A,235,99999.0,2026-01-21,,,0
C-2466,Pyme-A,57,3416.53,2026-01-17,2026-01-19,0.0,0
C-2467,Pyme-B,55,3085.99,2026-01-20,2026-01-23,1.3,0
C-2468,Pyme-C,164,858.21,2026-01-14,2026-01-13,-1.0,0
C-2469,Pyme-C,224,1816.54,2026-01-01,2026-01-05,2.0,0
C-2470,Pyme-C,212,2393.12,2026-01-06,2026-01-08,1.9,0
C-2471,Pyme-A,174,1350.92,2026-01-17,2026-01-19,0.4,0
C-2472,Pyme-B,108,3741.26,2026-01-31,2026-02-02,0.2,0
C-2473,Pyme-B,184,1699.87,2026-01-10,2026-01-14,1.4,0
C-2474,Pyme-A,207,4469.2,2026-01-02,2026-01-04,1.3,0
C-2475,Pyme-B,137,2195.53,2026-01-21,2026-01-22,1.0,0
C-2476,Pyme-C,4,70.67,2026-01-21,2026-02-01,9.1,1
C-2477,Pyme-C,64,4110.73,2026-01-08,2026-01-10,1.8,0
C-2478,Pyme-C,185,2559.35,2026-01-03,2026-01-06,0.1,0
C-2479,Pyme-B,179,2884.99,2026-01-30,2026-02-01,0.1,0
C-2480,Pyme-A,93,99999.0,2026-01-23,2026-01-21,-1.0,0
C-2481,Pyme-B,81,2886.65,2026-01-28,2026-01-31,1.1,0
C-2482,Pyme-C,178,2027.4,2026-01-05,2026-01-09,1.5,0
C-2483,Pyme-C,60,2652.93,2026-01-02,2026-01-04,1.9,0
C-2484,Pyme-B,99,-126.9,2026-01-31,,,0
C-2485,Pyme-C,141,4385.01,2026-01-21,2026-01-23,0.7,0
C-2486,Pyme-B,165,1644.11,2026-01-13,2026-01-16,1.1,0
C-2487,Pyme-A,214,2967.74,2026-01-25,2026-01-28,0.8,0
C-2488,Pyme-B,244,1711.86,2026-01-09,2026-01-10,0.1,0
C-2489,Pyme-B,222,3700.39,2026-01-13,2026-01-15,0.3,0
C-2490,Pyme-B,67,1138.63,2026-01-15,2026-01-18,1.9,0
C-2491,Pyme-B,66,1290.28,2026-01-15,2026-01-18,0.4,0
C-2492,Pyme-C,171,2309.76,2026-01-12,2026-01-09,-1.0,0
C-2493,Pyme-C,193,3702.42,2026-01-01,2026-01-04,1.7,0
C-2494,Pyme-B,139,3682.93,2026-01-18,2026-01-20,1.4,0
C-2495,Pyme-C,173,99999.0,2026-01-05,,,0
C-2496,Pyme-B,117,1793.11,2026-01-06,2026-01-08,0.3,0
C-2497,Pyme-B,147,1909.08,2026-01-12,2026-01-15,1.6,0
C-2498,Pyme-A,224,3112.62,2026-01-07,2026-01-10,1.2,0
C-2499,Pyme-A,74,1927.23,2026-01-11,2026-01-15,1.9,0
C-2500,Pyme-B,245,3990.13,2026-01-14,2026-01-17,0.9,0
C-2501,Pyme-C,74,1911.61,2026-01-23,2026-01-25,1.2,0
C-2502,Pyme-B,120,1457.26,2026-01-11,2026-01-13,0.8,0
C-2503,Pyme-C,217,3141.74,2026-01-26,2026-01-28,1.9,0
C-2504,Pyme-B,8,120.08,2026-01-12,2026-01-11,-2.0,1
C-2505,Pyme-C,179,1465.73,2026-01-01,2026-01-05,1.5,0
C-2506,Pyme-B,221,-133.13,2026-01-03,,,0
C-2507,Pyme-B,212,2647.42,2026-01-08,2026-01-11,1.3,0
C-2508,Pyme-C,79,3446.37,2026-01-03,2026-01-06,1.6,0
C-2509,Pyme-C,162,2954.3,2026-01-30,2026-02-03,1.1,0
C-2510,Pyme-B,179,99999.0,2026-01-23,,,0
C-2511,Pyme-C,192,3161.27,2026-01-25,2026-01-26,0.2,0
C-2512,Pyme-C,210,2113.53,2026-01-02,2026-01-06,1.3,0
C-2513,Pyme-C,213,3192.95,2026-01-11,2026-01-14,1.9,0
C-2514,Pyme-A,42,1164.84,2026-01-24,2026-01-27,0.4,0
C-2515,Pyme-C,188,3344.36,2026-01-12,2026-01-14,0.4,0
C-2516,Pyme-B,237,3314.36,2026-01-05,2026-01-03,-1.0,0
C-2517,Pyme-B,66,1893.1,2026-01-03,2026-01-05,1.8,0
C-2518,Pyme-C,76,2088.82,2026-01-26,2026-01-27,0.7,0
C-2519,Pyme-C,163,2088.71,2026-01-24,2026-01-27,0.2,0
C-2520,Pyme-B,121,1048.55,2026-01-23,2026-01-24,0.1,0
C-2521,Pyme-A,127,3197.49,2026-01-06,2026-01-10,1.4,0
C-2522,Pyme-A,172,1445.48,2026-01-18,2026-01-20,0.3,0
C-2523,Pyme-B,99,3751.7,2026-01-06,2026-01-10,1.3,0
C-2524,Pyme-C,150,2263.65,2026-01-29,2026-01-31,1.5,0
C-2525,Pyme-B,191,99999.0,2026-01-07,,,0
C-2526,Pyme-A,111,3583.6,2026-01-03,2026-01-07,1.6,0
C-2527,Pyme-A,244,4026.32,2026-01-11,2026-01-12,0.4,0
C-2528,Pyme-B,69,-102.77,2026-01-21,2026-01-19,-4.0,0
C-2529,Pyme-C,140,2971.92,2026-01-28,2026-01-30,0.7,0
C-2530,Pyme-C,84,3810.83,2026-01-10,2026-01-14,1.4,0
C-2531,Pyme-C,61,3286.81,2026-01-08,2026-01-10,0.6,0
C-2532,Pyme-A,4,143.33,2026-01-13,2026-01-19,4.8,1
C-2533,Pyme-C,75,2926.78,2026-01-16,2026-01-19,0.8,0
C-2534,Pyme-C,217,4200.9,2026-01-06,2026-01-10,1.9,0
C-2535,Pyme-A,165,1868.69,2026-01-27,2026-01-29,0.4,0
C-2536,Pyme-C,53,4002.43,2026-01-16,2026-01-18,1.9,0
C-2537,Pyme-A,248,2220.59,2026-01-21,2026-01-24,1.1,0
C-2538,Pyme-B,215,2619.39,2026-01-15,2026-01-18,1.4,0
C-2539,Pyme-A,61,2891.97,2026-01-08,2026-01-11,1.6,0
C-2540,Pyme-A,110,99999.0,2026-01-25,2026-01-23,-4.0,0
C-2541,Pyme-C,170,1218.88,2026-01-25,2026-01-28,0.2,0
C-2542,Pyme-B,178,3843.66,2026-01-24,2026-01-26,0.1,0
C-2543,Pyme-C,95,4462.17,2026-01-27,2026-01-30,0.2,0
C-2544,Pyme-A,116,4036.8,2026-01-09,2026-01-11,0.1,0
C-2545,Pyme-A,152,4001.57,2026-01-26,2026-01-27,0.2,0
C-2546,Pyme-A,247,3529.17,2026-01-28,2026-02-01,1.4,0
C-2547,Pyme-C,201,2384.22,2026-01-26,2026-01-28,1.2,0
C-2548,Pyme-A,246,1019.62,2026-01-09,2026-01-12,0.7,0
C-2549,Pyme-C,83,1997.52,2026-01-10,2026-01-14,1.4,0
C-2550,Pyme-B,171,-59.52,2026-01-31,,,0
C-2551,Pyme-B,55,4472.2,2026-01-05,2026-01-09,1.7,0
C-2552,Pyme-A,103,1341.1,2026-01-08,2026-01-05,-4.0,0
C-2553,Pyme-B,76,2936.47,2026-01-14,2026-01-16,0.5,0
C-2554,Pyme-B,59,3144.42,2026-01-03,2026-01-06,1.8,0
C-2555,Pyme-C,231,99999.0,2026-01-12,,,0
C-2556,Pyme-B,164,2010.97,2026-01-25,2026-01-28,0.0,0
C-2557,Pyme-A,227,4396.96,2026-01-23,2026-01-26,1.3,0
C-2558,Pyme-A,243,2777.37,2026-01-14,2026-01-15,0.4,0
C-2559,Pyme-B,108,1994.6,2026-01-18,2026-01-21,0.6,0
C-2560,Pyme-A,11,263.11,2026-01-29,2026-02-09,8.7,1
C-2561,Pyme-A,51,1168.43,2026-01-15,2026-01-17,1.6,0
C-2562,Pyme-A,80,2432.76,2026-01-31,2026-02-02,0.0,0
C-2563,Pyme-A,216,4164.81,2026-01-10,2026-01-12,1.8,0
C-2564,Pyme-B,63,3221.98,2026-01-12,2026-01-09,-2.0,0
C-2565,Pyme-A,141,3114.74,2026-01-25,2026-01-27,1.5,0
C-2566,Pyme-B,207,1137.44,2026-01-07,2026-01-09,0.2,0
C-2567,Pyme-A,73,2996.61,2026-01-15,2026-01-17,1.0,0
C-2568,Pyme-A,218,2071.22,2026-01-28,2026-01-30,0.2,0
C-2569,Pyme-C,73,2567.49,2026-01-03,2026-01-06,0.5,0
C-2570,Pyme-A,66,99999.0,2026-01-05,,,0
C-2571,Pyme-B,238,3809.46,2026-01-21,2026-01-25,1.7,0
C-2572,Pyme-A,57,-115.0,2026-01-15,,,0
C-2573,Pyme-B,224,1588.31,2026-01-30,2026-02-02,1.5,0
C-2574,Pyme-C,215,2436.82,2026-01-29,2026-01-30,0.4,0
C-2575,Pyme-A,232,1255.68,2026-01-12,2026-01-15,1.5,0
C-2576,Pyme-B,242,1317.37,2026-01-03,2026-01-02,-3.0,0
C-2577,Pyme-C,46,3937.2,2026-01-10,2026-01-12,1.3,0
C-2578,Pyme-C,195,2685.23,2026-01-10,2026-01-14,1.5,0
C-2579,Pyme-A,240,4122.28,2026-01-16,2026-01-19,1.9,0
C-2580,Pyme-A,101,2648.46,2026-01-17,2026-01-19,1.2,0
C-2581,Pyme-B,121,1288.34,2026-01-19,2026-01-22,1.7,0
C-2582,Pyme-B,179,3326.89,2026-01-31,2026-02-02,1.5,0
C-2583,Pyme-A,190,1049.87,2026-01-02,2026-01-03,0.5,0
C-2584,Pyme-B,169,1860.0,2026-01-25,2026-01-28,1.4,0
C-2585,Pyme-B,219,99999.0,2026-01-18,,,0
C-2586,Pyme-C,79,1826.63,2026-01-17,2026-01-18,0.6,0
C-2587,Pyme-A,177,2008.98,2026-01-25,2026-01-29,1.2,0
C-2588,Pyme-C,12,66.53,2026-01-24,2026-01-23,-1.0,1
C-2589,Pyme-A,62,4221.12,2026-01-20,2026-01-23,0.2,0
C-2590,Pyme-A,119,3264.49,2026-01-06,2026-01-08,1.3,0
C-2591,Pyme-A,221,1307.68,2026-01-16,2026-01-18,0.0,0
C-2592,Pyme-C,172,3697.05,2026-01-06,2026-01-09,1.4,0
C-2593,Pyme-A,231,3690.16,2026-01-29,2026-01-30,0.5,0
C-2594,Pyme-A,125,-56.39,2026-01-23,,,0
C-2595,Pyme-C,200,1085.16,2026-01-12,2026-01-13,0.9,0
C-2596,Pyme-B,185,1417.46,2026-01-25,2026-01-26,0.3,0
C-2597,Pyme-C,212,3474.28,2026-01-17,2026-01-18,0.5,0
C-2598,Pyme-A,43,1704.84,2026-01-13,2026-01-14,0.9,0
C-2599,Pyme-A,49,2845.6,2026-01-24,2026-01-28,1.8,0
C-2600,Pyme-B,97,99999.0,2026-01-24,2026-01-22,-3.0,0
C-2601,Pyme-A,186,2179.39,2026-01-29,2026-01-31,1.0,0
C-2602,Pyme-A,97,3776.05,2026-01-31,2026-02-03,2.0,0
C-2603,Pyme-A,159,4004.32,2026-01-10,2026-01-13,1.5,0
C-2604,Pyme-A,181,2489.96,2026-01-10,2026-01-13,0.7,0
C-2605,Pyme-B,229,3104.05,2026-01-19,2026-01-21,0.9,0
C-2606,Pyme-A,227,4131.64,2026-01-08,2026-01-10,1.5,0
C-2607,Pyme-A,144,888.47,2026-01-21,2026-01-25,1.1,0
C-2608,Pyme-A,125,805.41,2026-01-28,2026-02-01,1.3,0
C-2609,Pyme-C,118,1184.61,2026-01-08,2026-01-11,1.1,0
C-2610,Pyme-B,55,4398.47,2026-01-09,2026-01-10,0.3,0
C-2611,Pyme-A,99,4119.96,2026-01-23,2026-01-26,1.0,0
C-2612,Pyme-B,231,1114.14,2026-01-05,2026-01-02,-4.0,0
C-2613,Pyme-A,191,2900.94,2026-01-31,2026-02-01,0.9,0
C-2614,Pyme-A,114,1765.67,2026-01-26,2026-01-28,0.6,0
C-2615,Pyme-C,228,99999.0,2026-01-08,,,0
C-2616,Pyme-A,5,-60.9,2026-01-04,,,1
C-2617,Pyme-A,155,2524.4,2026-01-18,2026-01-20,0.8,0
C-2618,Pyme-A,155,1940.74,2026-01-04,2026-01-05,0.5,0
C-2619,Pyme-A,246,3338.4,2026-01-23,2026-01-27,1.7,0
C-2620,Pyme-A,95,3892.92,2026-01-03,2026-01-06,0.7,0
C-2621,Pyme-A,131,2266.1,2026-01-10,2026-01-12,0.1,0
C-2622,Pyme-A,47,4322.76,2026-01-18,2026-01-22,1.7,0
C-2623,Pyme-C,103,1150.48,2026-01-26,2026-01-27,0.2,0
C-2624,Pyme-A,43,1028.18,2026-01-08,2026-01-07,-2.0,0
C-2625,Pyme-B,135,3339.26,2026-01-03,2026-01-07,1.9,0
C-2626,Pyme-C,106,4194.49,2026-01-03,2026-01-04,0.1,0
C-2627,Pyme-C,153,3794.41,2026-01-28,2026-01-30,0.2,0
C-2628,Pyme-A,50,4286.44,2026-01-30,2026-02-02,0.1,0
C-2629,Pyme-B,250,3480.39,2026-01-13,2026-01-16,1.0,0
C-2630,Pyme-B,84,99999.0,2026-01-09,,,0
C-2631,Pyme-B,154,4068.67,2026-01-20,2026-01-23,0.1,0
C-2632,Pyme-A,205,1891.89,2026-01-18,2026-01-20,0.8,0
C-2633,Pyme-A,62,1835.17,2026-01-07,2026-01-10,0.3,0
C-2634,Pyme-C,103,3133.79,2026-01-26,2026-01-28,1.6,0
C-2635,Pyme-B,240,3439.47,2026-01-26,2026-01-28,1.0,0
C-2636,Pyme-B,184,2658.86,2026-01-06,2026-01-05,-3.0,0
C-2637,Pyme-C,96,908.42,2026-01-09,2026-01-11,1.6,0
C-2638,Pyme-B,175,-73.28,2026-01-06,,,0
C-2639,Pyme-A,103,3230.4,2026-01-27,2026-01-30,0.5,0
C-2640,Pyme-A,235,4486.65,2026-01-28,2026-01-30,0.4,0
C-2641,Pyme-B,84,1451.57,2026-01-26,2026-01-30,1.2,0
C-2642,Pyme-C,131,4181.73,2026-01-23,2026-01-25,0.1,0
C-2643,Pyme-C,184,1325.78,2026-01-27,2026-01-30,1.9,0
C-2644,Pyme-C,6,93.89,2026-01-02,2026-01-07,4.2,1
C-2645,Pyme-C,96,99999.0,2026-01-11,,,0
C-2646,Pyme-C,91,3783.85,2026-01-06,2026-01-08,0.7,0
C-2647,Pyme-A,45,1346.53,2026-01-05,2026-01-07,1.4,0
C-2648,Pyme-C,133,4354.07,2026-01-31,2026-01-28,-4.0,0
C-2649,Pyme-C,65,2045.28,2026-01-06,2026-01-09,0.6,0
C-2650,Pyme-B,242,3165.28,2026-01-11,2026-01-12,1.0,0
C-2651,Pyme-C,183,3366.17,2026-01-26,2026-01-29,1.9,0
C-2652,Pyme-A,210,2979.12,2026-01-10,2026-01-13,0.4,0
C-2653,Pyme-C,115,1271.19,2026-01-31,2026-02-04,1.5,0
C-2654,Pyme-C,140,3947.8,2026-01-19,2026-01-21,1.5,0
C-2655,Pyme-A,194,1977.4,2026-01-20,2026-01-22,1.6,0
C-2656,Pyme-C,184,1185.21,2026-01-11,2026-01-14,1.0,0
C-2657,Pyme-A,100,2083.2,2026-01-21,2026-01-22,0.6,0
C-2658,Pyme-C,211,3164.68,2026-01-15,2026-01-17,1.8,0
C-2659,Pyme-B,93,1723.3,2026-01-09,2026-01-10,0.1,0
C-2660,Pyme-C,40,99999.0,2026-01-14,2026-01-13,-4.0,0
C-2661,Pyme-B,136,2099.56,2026-01-27,2026-01-29,0.8,0
C-2662,Pyme-C,206,3605.5,2026-01-15,2026-01-16,0.5,0
C-2663,Pyme-A,115,874.29,2026-01-04,2026-01-05,0.5,0
C-2664,Pyme-B,83,4085.35,2026-01-03,2026-01-06,0.3,0
C-2665,Pyme-A,126,2997.91,2026-01-16,2026-01-20,1.2,0
C-2666,Pyme-A,150,4287.04,2026-01-29,2026-01-31,0.3,0
C-2667,Pyme-A,53,1174.65,2026-01-07,2026-01-09,0.4,0
C-2668,Pyme-C,181,3471.54,2026-01-09,2026-01-13,1.5,0
C-2669,Pyme-B,116,1678.93,2026-01-19,2026-01-22,0.1,0
C-2670,Pyme-B,79,1001.67,2026-01-03,2026-01-05,0.0,0
C-2671,Pyme-C,200,3020.8,2026-01-01,2026-01-02,0.4,0
C-2672,Pyme-A,12,122.95,2026-01-28,2026-01-27,-3.0,1
C-2673,Pyme-B,160,2609.66,2026-01-03,2026-01-07,1.3,0
C-2674,Pyme-C,139,1484.06,2026-01-12,2026-01-14,1.8,0
C-2675,Pyme-B,51,99999.0,2026-01-08,,,0
C-2676,Pyme-B,184,1028.07,2026-01-22,2026-01-24,1.5,0
C-2677,Pyme-A,211,2072.03,2026-01-25,2026-01-29,1.1,0
C-2678,Pyme-A,181,1025.64,2026-01-17,2026-01-19,0.8,0
C-2679,Pyme-C,215,4007.51,2026-01-29,2026-01-30,0.9,0
C-2680,Pyme-B,116,1092.13,2026-01-23,2026-01-25,1.8,0
C-2681,Pyme-C,186,4131.68,2026-01-22,2026-01-26,1.6,0
C-2682,Pyme-A,70,-144.91,2026-01-06,,,0
C-2683,Pyme-A,246,1513.09,2026-01-03,2026-01-06,0.1,0
C-2684,Pyme-B,91,4489.9,2026-01-27,2026-01-24,-3.0,0
C-2685,Pyme-B,226,4182.44,2026-01-13,2026-01-16,0.1,0
C-2686,Pyme-B,181,2006.67,2026-01-15,2026-01-16,0.6,0
C-2687,Pyme-C,199,2974.03,2026-01-04,2026-01-07,1.6,0
C-2688,Pyme-A,77,2896.4,2026-01-31,2026-02-02,1.2,0
C-2689,Pyme-A,184,3684.32,2026-01-28,2026-02-01,1.6,0
C-2690,Pyme-B,145,99999.0,2026-01-19,,,0
C-2691,Pyme-C,161,938.62,2026-01-05,2026-01-08,0.6,0
C-2692,Pyme-C,214,3366.55,2026-01-29,2026-01-31,0.1,0
C-2693,Pyme-C,100,982.38,2026-01-09,2026-01-11,1.0,0
C-2694,Pyme-A,126,3824.33,2026-01-09,2026-01-11,0.6,0
C-2695,Pyme-C,215,1163.4,2026-01-05,2026-01-08,1.7,0
C-2696,Pyme-C,153,3663.91,2026-01-24,2026-01-22,-1.0,0
C-2697,Pyme-A,153,1582.14,2026-01-24,2026-01-27,1.6,0
C-2698,Pyme-C,135,3837.76,2026-01-06,2026-01-08,1.0,0
C-2699,Pyme-B,221,2675.14,2026-01-28,2026-01-31,0.3,0
C-2700,Pyme-C,2,93.43,2026-01-07,2026-01-17,9.3,1
C-2701,Pyme-A,48,2488.86,2026-01-23,2026-01-25,1.8,0
C-2702,Pyme-B,134,3846.97,2026-01-21,2026-01-23,1.0,0
C-2703,Pyme-C,47,1695.17,2026-01-15,2026-01-16,1.0,0
C-2704,Pyme-B,190,-133.77,2026-01-09,,,0
C-2705,Pyme-C,216,99999.0,2026-01-02,,,0
C-2706,Pyme-A,186,3685.37,2026-01-08,2026-01-11,0.4,0
C-2707,Pyme-A,213,1564.9,2026-01-17,2026-01-19,1.3,0
C-2708,Pyme-C,42,2554.16,2026-01-06,2026-01-03,-1.0,0
C-2709,Pyme-A,104,3050.87,2026-01-23,2026-01-27,1.9,0
C-2710,Pyme-C,110,2368.09,2026-01-12,2026-01-14,0.8,0
C-2711,Pyme-B,95,2526.78,2026-01-27,2026-01-31,1.4,0
C-2712,Pyme-B,189,1178.55,2026-01-22,2026-01-25,1.0,0
C-2713,Pyme-C,205,2996.96,2026-01-22,2026-01-23,0.6,0
C-2714,Pyme-B,56,2044.25,2026-01-11,2026-01-13,0.6,0
C-2715,Pyme-B,207,3431.05,2026-01-10,2026-01-12,1.8,0
C-2716,Pyme-A,172,3632.26,2026-01-26,2026-01-30,1.8,0
C-2717,Pyme-B,209,1982.47,2026-01-01,2026-01-04,0.3,0
C-2718,Pyme-B,115,1759.88,2026-01-13,2026-01-16,0.8,0
C-2719,Pyme-A,189,3419.86,2026-01-07,2026-01-10,1.1,0
C-2720,Pyme-C,222,99999.0,2026-01-26,2026-01-24,-3.0,0
C-2721,Pyme-C,116,3928.05,2026-01-29,2026-02-02,1.7,0
C-2722,Pyme-A,115,1161.13,2026-01-09,2026-01-12,0.3,0
C-2723,Pyme-C,235,4176.71,2026-01-29,2026-02-01,1.9,0
C-2724,Pyme-C,62,1622.34,2026-01-28,2026-01-30,0.4,0
C-2725,Pyme-B,241,4081.32,2026-01-19,2026-01-21,0.7,0
C-2726,Pyme-B,70,-108.36,2026-01-31,,,0
